company;github_org;repo;hyperlink;last_commit;days_since_commit;activity_status;stars;language;is_fork;is_archived
Microsoft;microsoft;OpenAPI.NET;https://github.com/microsoft/OpenAPI.NET;2025-08-18;0;Very Active;1515;C#;False;False
Microsoft;microsoft;wassette;https://github.com/microsoft/wassette;2025-08-18;0;Very Active;534;Rust;False;False
Microsoft;microsoft;Generative-AI-for-beginners-java;https://github.com/microsoft/Generative-AI-for-beginners-java;2025-08-12;6;Very Active;63;Java;False;False
Microsoft;microsoft;agent-lightning;https://github.com/microsoft/agent-lightning;2025-08-18;0;Very Active;858;Python;False;False
Microsoft;microsoft;SEAL;https://github.com/microsoft/SEAL;2025-04-02;137;Stale;3851;C++;False;False
Microsoft;microsoft;genaiscript;https://github.com/microsoft/genaiscript;2025-08-13;5;Very Active;2765;TypeScript;False;False
Microsoft;microsoft;fluentui-contrib;https://github.com/microsoft/fluentui-contrib;2025-08-18;0;Very Active;45;TypeScript;False;False
Microsoft;microsoft;documentdb;https://github.com/microsoft/documentdb;2025-08-16;2;Very Active;1887;C;False;False
Microsoft;microsoft;ai-edu;https://github.com/microsoft/ai-edu;2024-05-16;459;Abandoned;13946;HTML;False;False
Microsoft;microsoft;BitNet;https://github.com/microsoft/BitNet;2025-06-03;76;Maintained;20699;Python;False;False
Microsoft;microsoft;AirSim;https://github.com/microsoft/AirSim;2025-05-15;94;Stale;17410;C++;False;False
Microsoft;microsoft;semantic-kernel-java;https://github.com/microsoft/semantic-kernel-java;2025-08-18;0;Very Active;206;Java;False;False
Microsoft;microsoft;UFO;https://github.com/microsoft/UFO;2025-08-07;11;Active;7559;Python;False;False
Microsoft;microsoft;go-mssqldb;https://github.com/microsoft/go-mssqldb;2025-08-13;4;Very Active;358;Go;True;False
Microsoft;microsoft;Media-App-Samples-for-Xbox;https://github.com/microsoft/Media-App-Samples-for-Xbox;2025-07-17;31;Maintained;35;JavaScript;False;False
Microsoft;microsoft;SandboxSecurityTools;https://github.com/microsoft/SandboxSecurityTools;2025-05-05;104;Stale;174;C++;False;False
Microsoft;microsoft;vscode-commander;https://github.com/microsoft/vscode-commander;2025-08-06;11;Active;19;TypeScript;False;False
Microsoft;microsoft;kiota;https://github.com/microsoft/kiota;2025-08-15;3;Very Active;3474;C#;False;False
Microsoft;microsoft;MoGe;https://github.com/microsoft/MoGe;2025-08-01;17;Active;1569;Python;False;False
Microsoft;microsoft;bioemu;https://github.com/microsoft/bioemu;2025-08-03;14;Active;601;Python;False;False
Microsoft;microsoft;OptiGuide;https://github.com/microsoft/OptiGuide;2025-08-13;5;Very Active;486;Python;False;False
Microsoft;microsoft;ace;https://github.com/microsoft/ace;2024-03-06;530;Abandoned;851;Objective-C++;False;True
Microsoft;microsoft;smtpoauth2;https://github.com/microsoft/smtpoauth2;2025-08-18;0;Very Active;0;N/A;False;False
Microsoft;microsoft;language-server-protocol;https://github.com/microsoft/language-server-protocol;2025-08-07;11;Active;12080;HTML;False;False
Microsoft;microsoft;AnthropomorphicIntelligence;https://github.com/microsoft/AnthropomorphicIntelligence;2025-08-18;0;Very Active;14;Python;False;False
Microsoft;microsoft;lets-learn-mcp-javascript;https://github.com/microsoft/lets-learn-mcp-javascript;2025-07-21;27;Active;73;TypeScript;False;False
Microsoft;microsoft;AI;https://github.com/microsoft/AI;2025-05-10;99;Stale;2004;Python;False;False
Microsoft;microsoft;vscode-languagedetection;https://github.com/microsoft/vscode-languagedetection;2025-04-14;126;Stale;147;TypeScript;False;False
Microsoft;microsoft;lets-learn-mcp-python;https://github.com/microsoft/lets-learn-mcp-python;2025-08-15;3;Very Active;64;Python;False;False
Microsoft;microsoft;BCApps;https://github.com/microsoft/BCApps;2025-08-18;0;Very Active;444;AL;False;False
Microsoft;microsoft;vcpkg;https://github.com/microsoft/vcpkg;2025-08-16;2;Very Active;25423;CMake;False;False
Microsoft;microsoft;calculator;https://github.com/microsoft/calculator;2025-07-09;40;Maintained;30539;C++;False;False
Microsoft;microsoft;vscode-python-environments;https://github.com/microsoft/vscode-python-environments;2025-08-15;2;Very Active;56;TypeScript;False;False
Microsoft;microsoft;navcontainerhelper;https://github.com/microsoft/navcontainerhelper;2025-08-18;0;Very Active;420;PowerShell;False;False
Microsoft;microsoft;IoT-For-Beginners;https://github.com/microsoft/IoT-For-Beginners;2025-08-07;11;Active;16413;C++;False;False
Microsoft;microsoft;AcademicContent;https://github.com/microsoft/AcademicContent;2024-06-05;439;Abandoned;2771;Jupyter Notebook;False;False
Microsoft;microsoft;monaco-editor;https://github.com/microsoft/monaco-editor;2025-08-15;2;Very Active;43638;JavaScript;False;False
Microsoft;microsoft;Data-Science-For-Beginners;https://github.com/microsoft/Data-Science-For-Beginners;2025-08-07;11;Active;30373;Jupyter Notebook;False;False
Microsoft;microsoft;Codex-CLI;https://github.com/microsoft/Codex-CLI;2024-01-03;593;Abandoned;2239;Python;False;False
Microsoft;microsoft;PowerApps-Samples;https://github.com/microsoft/PowerApps-Samples;2025-08-11;6;Very Active;1751;C#;False;False
Microsoft;microsoft;AgenticCookBook;https://github.com/microsoft/AgenticCookBook;2025-03-21;149;Stale;131;Python;False;False
Microsoft;microsoft;VbsEnclaveTooling;https://github.com/microsoft/VbsEnclaveTooling;2025-08-18;0;Very Active;16;C++;False;False
Microsoft;microsoft;Windows-classic-samples;https://github.com/microsoft/Windows-classic-samples;2025-06-09;70;Maintained;5420;N/A;False;False
Microsoft;microsoft;WSL;https://github.com/microsoft/WSL;2025-08-16;2;Very Active;29589;C++;False;False
Microsoft;microsoft;Table-GPT;https://github.com/microsoft/Table-GPT;2024-05-21;453;Abandoned;85;Python;False;False
Microsoft;microsoft;OpenRCA;https://github.com/microsoft/OpenRCA;2025-06-17;62;Maintained;146;Python;False;False
Microsoft;microsoft;vscode-extension-samples;https://github.com/microsoft/vscode-extension-samples;2025-08-07;10;Active;9589;TypeScript;False;False
Microsoft;microsoft;playwright-cli;https://github.com/microsoft/playwright-cli;2021-01-28;1662;Abandoned;1018;JavaScript;False;True
Microsoft;microsoft;PowerAppsCodeApps;https://github.com/microsoft/PowerAppsCodeApps;2025-08-15;2;Very Active;92;N/A;False;False
Microsoft;microsoft;fluentui-charting-contrib;https://github.com/microsoft/fluentui-charting-contrib;2025-08-18;0;Very Active;21;TypeScript;False;False
Microsoft;microsoft;openaivec;https://github.com/microsoft/openaivec;2025-08-18;0;Very Active;9;Python;False;False
Microsoft;microsoft;WinUI-Gallery;https://github.com/microsoft/WinUI-Gallery;2025-08-13;5;Very Active;3164;C#;False;False
Microsoft;microsoft;GLIP;https://github.com/microsoft/GLIP;2024-01-24;572;Abandoned;2480;Python;False;False
Microsoft;microsoft;PowerPlatformConnectors;https://github.com/microsoft/PowerPlatformConnectors;2025-08-13;4;Very Active;1122;C#;False;False
Microsoft;microsoft;Swin-Transformer;https://github.com/microsoft/Swin-Transformer;2024-07-24;389;Abandoned;15106;Python;False;False
Microsoft;microsoft;go-images-versions;https://github.com/microsoft/go-images-versions;2025-08-18;0;Very Active;1;N/A;False;False
Microsoft;microsoft;AL-Go;https://github.com/microsoft/AL-Go;2025-08-18;0;Very Active;379;PowerShell;False;False
Microsoft;microsoft;RetrievalAttention;https://github.com/microsoft/RetrievalAttention;2025-08-18;0;Very Active;75;Python;False;False
Microsoft;microsoft;AzureLinuxVulnerabilityData;https://github.com/microsoft/AzureLinuxVulnerabilityData;2025-08-18;0;Very Active;39;N/A;False;False
Microsoft;microsoft;CopilotHackathon;https://github.com/microsoft/CopilotHackathon;2025-06-20;59;Maintained;195;HTML;False;False
Microsoft;microsoft;TinyTroupe;https://github.com/microsoft/TinyTroupe;2025-08-05;13;Active;7013;Jupyter Notebook;False;False
Microsoft;microsoft;MS-DOS;https://github.com/microsoft/MS-DOS;2024-04-25;479;Abandoned;31344;Assembly;False;True
Microsoft;microsoft;fluentui-system-icons;https://github.com/microsoft/fluentui-system-icons;2025-08-15;2;Very Active;9755;HTML;False;False
Microsoft;microsoft;.github;https://github.com/microsoft/.github;2025-08-15;3;Very Active;115;N/A;False;False
Microsoft;microsoft;multi-agent-reference-architecture;https://github.com/microsoft/multi-agent-reference-architecture;2025-07-14;34;Maintained;51;Python;False;False
Microsoft;microsoft;ImagineCup;https://github.com/microsoft/ImagineCup;2024-09-17;335;Stale;64;N/A;False;False
Microsoft;microsoft;monosize;https://github.com/microsoft/monosize;2025-08-07;10;Active;39;TypeScript;False;False
Microsoft;microsoft;azure-pipelines-tasks;https://github.com/microsoft/azure-pipelines-tasks;2025-08-18;0;Very Active;3570;TypeScript;False;False
Microsoft;microsoft;vscode-pull-request-github;https://github.com/microsoft/vscode-pull-request-github;2025-08-18;0;Very Active;2432;TypeScript;False;False
Microsoft;microsoft;VSExtensibility;https://github.com/microsoft/VSExtensibility;2025-08-11;7;Very Active;414;C#;False;False
Microsoft;microsoft;MSBuildCache;https://github.com/microsoft/MSBuildCache;2025-07-31;17;Active;50;C#;False;False
Microsoft;microsoft;dotnet-podcasts;https://github.com/microsoft/dotnet-podcasts;2024-05-02;472;Abandoned;2784;C#;False;True
Microsoft;microsoft;benchmark-qed;https://github.com/microsoft/benchmark-qed;2025-08-13;4;Very Active;43;Python;False;False
Microsoft;microsoft;Tutel;https://github.com/microsoft/Tutel;2025-08-12;5;Very Active;892;C;False;False
Microsoft;microsoft;vscode-gulp-electron;https://github.com/microsoft/vscode-gulp-electron;2025-08-18;0;Very Active;6;JavaScript;False;False
Microsoft;microsoft;mcp-gateway;https://github.com/microsoft/mcp-gateway;2025-07-16;32;Maintained;114;C#;False;False
Microsoft;microsoft;chat-copilot;https://github.com/microsoft/chat-copilot;2025-02-03;196;Stale;2411;TypeScript;False;False
Microsoft;microsoft;vattention;https://github.com/microsoft/vattention;2025-05-30;79;Maintained;408;C;False;False
Microsoft;microsoft;regorus;https://github.com/microsoft/regorus;2025-08-18;0;Very Active;217;Rust;False;False
Microsoft;microsoft;Build-your-own-copilot-Solution-Accelerator;https://github.com/microsoft/Build-your-own-copilot-Solution-Accelerator;2025-08-18;0;Very Active;247;TypeScript;False;False
Microsoft;microsoft;amudai;https://github.com/microsoft/amudai;2025-08-18;0;Very Active;30;Rust;False;False
Microsoft;microsoft;VisualStudioUninstaller;https://github.com/microsoft/VisualStudioUninstaller;2019-02-20;2370;Abandoned;3951;C#;False;True
Microsoft;microsoft;vscode-loc;https://github.com/microsoft/vscode-loc;2025-08-18;0;Very Active;645;N/A;False;False
Microsoft;microsoft;FLAML;https://github.com/microsoft/FLAML;2025-08-15;3;Very Active;4189;Jupyter Notebook;False;False
Microsoft;microsoft;AzDevOpsDemoGenerator;https://github.com/microsoft/AzDevOpsDemoGenerator;2025-06-18;61;Maintained;64;C#;False;True
Microsoft;microsoft;sql-data-warehouse-samples;https://github.com/microsoft/sql-data-warehouse-samples;2023-08-16;733;Abandoned;144;C#;False;False
Microsoft;microsoft;dlltracer-python;https://github.com/microsoft/dlltracer-python;2024-10-23;298;Stale;61;Cython;False;False
Microsoft;microsoft;windows-drivers-rs;https://github.com/microsoft/windows-drivers-rs;2025-08-15;2;Very Active;1703;Rust;False;False
Microsoft;microsoft;MInference;https://github.com/microsoft/MInference;2025-08-11;7;Very Active;1106;Python;False;False
Microsoft;microsoft;renderformer;https://github.com/microsoft/renderformer;2025-08-17;0;Very Active;703;Python;False;False
Microsoft;microsoft;PowerPlatform-DataverseServiceClient;https://github.com/microsoft/PowerPlatform-DataverseServiceClient;2025-06-12;66;Maintained;298;C#;False;False
Microsoft;microsoft;FIVE-UI-Evol;https://github.com/microsoft/FIVE-UI-Evol;2025-08-18;0;Very Active;6;JavaScript;False;False
Microsoft;microsoft;TypeScript-WeChat-Starter;https://github.com/microsoft/TypeScript-WeChat-Starter;2022-11-28;993;Abandoned;684;TypeScript;False;True
Microsoft;microsoft;vscode-go;https://github.com/microsoft/vscode-go;2020-06-10;1894;Abandoned;5923;TypeScript;False;True
Microsoft;microsoft;vscode-atom-keybindings;https://github.com/microsoft/vscode-atom-keybindings;2025-07-29;20;Active;148;JavaScript;False;False
Microsoft;microsoft;vscode-recipes;https://github.com/microsoft/vscode-recipes;2024-07-10;404;Abandoned;5936;JavaScript;False;False
Microsoft;microsoft;testfx;https://github.com/microsoft/testfx;2025-08-18;0;Very Active;918;C#;False;False
Microsoft;microsoft;msbuild-lab328-cea-agentssdk;https://github.com/microsoft/msbuild-lab328-cea-agentssdk;2025-08-18;0;Very Active;7;C#;False;False
Microsoft;microsoft;LLMLingua;https://github.com/microsoft/LLMLingua;2025-03-11;160;Stale;5348;Python;False;False
Microsoft;microsoft;vscode-languageserver-node;https://github.com/microsoft/vscode-languageserver-node;2025-08-11;7;Very Active;1635;TypeScript;False;False
Microsoft;microsoft;vscode-eslint;https://github.com/microsoft/vscode-eslint;2025-08-18;0;Very Active;1845;TypeScript;False;False
Microsoft;microsoft;DeepVideoDiscovery;https://github.com/microsoft/DeepVideoDiscovery;2025-08-06;12;Active;56;Python;False;False
Microsoft;microsoft;LightGBM;https://github.com/microsoft/LightGBM;2025-08-15;3;Very Active;17509;C++;False;False
Microsoft;microsoft;promptflow;https://github.com/microsoft/promptflow;2025-08-14;4;Very Active;10679;Python;False;False
Microsoft;microsoft;proxy;https://github.com/microsoft/proxy;2025-08-18;0;Very Active;2766;C++;False;False
Microsoft;microsoft;DeBERTa;https://github.com/microsoft/DeBERTa;2023-09-29;689;Abandoned;2132;Python;False;False
Microsoft;microsoft;Swin3D;https://github.com/microsoft/Swin3D;2023-06-25;785;Abandoned;256;Cuda;False;False
Microsoft;microsoft;TaskWeaver;https://github.com/microsoft/TaskWeaver;2025-08-18;0;Very Active;5865;Python;False;False
Microsoft;microsoft;playwright.dev;https://github.com/microsoft/playwright.dev;2025-08-18;0;Very Active;150;MDX;False;False
Microsoft;microsoft;fluentui-blazor;https://github.com/microsoft/fluentui-blazor;2025-08-17;0;Very Active;4484;C#;False;False
Microsoft;microsoft;fabric-toolbox;https://github.com/microsoft/fabric-toolbox;2025-08-15;3;Very Active;385;Jupyter Notebook;False;False
Microsoft;microsoft;DirectXMath;https://github.com/microsoft/DirectXMath;2025-08-16;2;Very Active;1695;C++;False;False
Microsoft;microsoft;sudo;https://github.com/microsoft/sudo;2025-07-07;41;Maintained;5376;Rust;False;False
Microsoft;microsoft;restler-fuzzer;https://github.com/microsoft/restler-fuzzer;2025-04-10;129;Stale;2774;Python;False;False
Microsoft;microsoft;pyright;https://github.com/microsoft/pyright;2025-08-18;0;Very Active;14662;Python;False;False
Microsoft;microsoft;microxcaling;https://github.com/microsoft/microxcaling;2025-06-18;61;Maintained;279;Python;False;False
Microsoft;microsoft;CopilotChatAnalytics;https://github.com/microsoft/CopilotChatAnalytics;2025-08-15;2;Very Active;3;N/A;False;False
Microsoft;microsoft;Generative-AI-for-beginners-dotnet;https://github.com/microsoft/Generative-AI-for-beginners-dotnet;2025-08-18;0;Very Active;1735;C#;False;False
Microsoft;microsoft;frontend-bootcamp;https://github.com/microsoft/frontend-bootcamp;2022-01-13;1312;Abandoned;10813;TypeScript;False;True
Microsoft;microsoft;DAViD;https://github.com/microsoft/DAViD;2025-07-25;24;Active;308;Python;False;False
Microsoft;microsoft;aurora;https://github.com/microsoft/aurora;2025-08-18;0;Very Active;715;Python;False;False
Microsoft;microsoft;semantic-link-labs;https://github.com/microsoft/semantic-link-labs;2025-08-13;5;Very Active;379;Python;False;False
Microsoft;microsoft;VideoX;https://github.com/microsoft/VideoX;2024-06-03;441;Abandoned;1038;Python;False;False
Microsoft;microsoft;Detours;https://github.com/microsoft/Detours;2025-08-12;6;Very Active;5867;C++;False;False
Microsoft;microsoft;vision-explanation-methods;https://github.com/microsoft/vision-explanation-methods;2024-07-26;388;Abandoned;42;Python;False;False
