org,repo,hyperlink,commits_last_30d,PRs_closed_30d,source,health_score
intel,cluster-management-toolkit,https://github.com/intel/cluster-management-toolkit,18,36,LARGE_BUCKET2,90
quic,toolchain_for_hexagon,https://github.com/quic/toolchain_for_hexagon,0,45,SMALL_ORGS,90
adobe,genstudio-extensibility-sdk,https://github.com/adobe/genstudio-extensibility-sdk,6,42,LARGE_BUCKET3,90
facebook,fresco,https://github.com/facebook/fresco,86,2,META,90
microsoft,teams.net,https://github.com/microsoft/teams.net,6,42,MICROSOFT,90
infineon,Infineon-Icons,https://github.com/Infineon/Infineon-Icons,0,45,LARGE_BUCKET3,90
intel,CommsPowerManagement,https://github.com/intel/CommsPowerManagement,0,45,LARGE_BUCKET2,90
netflix,nflx-geofeed,https://github.com/Netflix/nflx-geofeed,2,44,LARGE_BUCKET2,90
oracle,yo,https://github.com/oracle/yo,11,39,LARGE_BUCKET2,89
microsoft,Microsoft-Fabric-workload-development-sample,https://github.com/microsoft/Microsoft-Fabric-workload-development-sample,3,43,MICROSOFT,89
adobe,data,https://github.com/adobe/data,37,26,LARGE_BUCKET3,89
shopify,cli-kit,https://github.com/Shopify/cli-kit,13,38,LARGE_BUCKET3,89
facebookresearch,clusterscope,https://github.com/facebookresearch/clusterscope,11,39,META,89
microsoft,vssdktestfx,https://github.com/microsoft/vssdktestfx,5,42,MICROSOFT,89
apple,swift-async-dns-resolver,https://github.com/apple/swift-async-dns-resolver,1,44,LARGE_BUCKET1,89
microsoft,PowerBI-visuals-ForceGraph,https://github.com/microsoft/PowerBI-visuals-ForceGraph,0,44,MICROSOFT,88
microsoft,promptflow,https://github.com/microsoft/promptflow,2,43,MICROSOFT,88
comcast,libcertifier,https://github.com/Comcast/libcertifier,0,44,LARGE_BUCKET1,88
shopify,ruby,https://github.com/Shopify/ruby,0,44,LARGE_BUCKET3,88
microsoft,jacdac-msr-modules,https://github.com/microsoft/jacdac-msr-modules,2,43,MICROSOFT,88
google,yggdrasil-decision-forests,https://github.com/google/yggdrasil-decision-forests,30,29,GOOGLE,88
block,scaffolder,https://github.com/block/scaffolder,0,44,SMALL_ORGS,88
aws,aperf,https://github.com/aws/aperf,6,41,LARGE_BUCKET1,88
oracle,graalpython,https://github.com/oracle/graalpython,0,44,LARGE_BUCKET2,88
google,sanitizers,https://github.com/google/sanitizers,0,44,GOOGLE,88
dell,cert-csi,https://github.com/dell/cert-csi,0,44,LARGE_BUCKET2,88
adobe,franklin-dashboard,https://github.com/adobe/franklin-dashboard,0,44,LARGE_BUCKET3,88
sap,vs-code-extension-for-project-credential-digger,https://github.com/SAP/vs-code-extension-for-project-credential-digger,0,44,LARGE_BUCKET2,88
adobe,commerce-checkout-starter-kit,https://github.com/adobe/commerce-checkout-starter-kit,2,43,LARGE_BUCKET3,88
sony,gobreaker,https://github.com/sony/gobreaker,0,44,LARGE_BUCKET2,88
intel,intel-sphinx-theme,https://github.com/intel/intel-sphinx-theme,12,38,LARGE_BUCKET2,88
microsoft,OHCL-Linux-Kernel,https://github.com/microsoft/OHCL-Linux-Kernel,0,44,MICROSOFT,88
apple,pkl-swift,https://github.com/apple/pkl-swift,4,42,LARGE_BUCKET1,88
microsoft,vscode-jupyter-hub,https://github.com/microsoft/vscode-jupyter-hub,2,43,MICROSOFT,88
sap,ssi-dim-middle-layer,https://github.com/SAP/ssi-dim-middle-layer,0,44,LARGE_BUCKET2,88
microsoft,DynamicTelemetry,https://github.com/microsoft/DynamicTelemetry,2,43,MICROSOFT,88
dell,goiscsi,https://github.com/dell/goiscsi,0,44,LARGE_BUCKET2,88
intel,simulator-bindings,https://github.com/intel/simulator-bindings,36,26,LARGE_BUCKET2,88
boschresearch,parameterspace,https://github.com/boschresearch/parameterspace,1,43,LARGE_BUCKET1,87
microsoft,dion,https://github.com/microsoft/dion,81,3,MICROSOFT,87
aws,code-editor,https://github.com/aws/code-editor,19,34,LARGE_BUCKET1,87
adobe,rum-distiller,https://github.com/adobe/rum-distiller,1,43,LARGE_BUCKET3,87
adobe,create-ccweb-add-on,https://github.com/adobe/create-ccweb-add-on,9,39,LARGE_BUCKET3,87
facebook,flow,https://github.com/facebook/flow,87,0,META,87
databricks,genai-cookbook,https://github.com/databricks/genai-cookbook,1,43,LARGE_BUCKET4,87
telekom-mms,gitlab-ci-validator,https://github.com/telekom-mms/gitlab-ci-validator,1,43,LARGE_BUCKET2,87
mastercard,insomnia-plugin-mastercard,https://github.com/Mastercard/insomnia-plugin-mastercard,11,38,LARGE_BUCKET3,87
google,source_helper.dart,https://github.com/google/source_helper.dart,1,43,GOOGLE,87
microsoft,TypeScript-repos-automation,https://github.com/microsoft/TypeScript-repos-automation,0,43,MICROSOFT,86
microsoft,graph-drilldown,https://github.com/microsoft/graph-drilldown,0,43,MICROSOFT,86
aws,secrets-store-csi-driver-provider-aws,https://github.com/aws/secrets-store-csi-driver-provider-aws,4,41,LARGE_BUCKET1,86
oracle,apex,https://github.com/oracle/apex,0,43,LARGE_BUCKET2,86
crowdstrike,foundry-sample-detection-translation,https://github.com/CrowdStrike/foundry-sample-detection-translation,26,30,LARGE_BUCKET4,86
adobe,aio-e2e-tests,https://github.com/adobe/aio-e2e-tests,0,43,LARGE_BUCKET3,86
intellabs,kafl.targets,https://github.com/IntelLabs/kafl.targets,0,43,LARGE_BUCKET2,86
microsoft,objc-guide,https://github.com/microsoft/objc-guide,0,43,MICROSOFT,86
adobe,edgly,https://github.com/adobe/edgly,0,43,LARGE_BUCKET3,86
google,paxml,https://github.com/google/paxml,6,40,GOOGLE,86
ibm,ibmcloud-volume-file-vpc,https://github.com/IBM/ibmcloud-volume-file-vpc,0,43,IBM,86
block,ospo,https://github.com/block/ospo,3,41,SMALL_ORGS,85
microsoft,RecAI,https://github.com/microsoft/RecAI,1,42,MICROSOFT,85
microsoft,ContactCenterMessagingSDK-ios,https://github.com/microsoft/ContactCenterMessagingSDK-ios,17,34,MICROSOFT,85
ibm,aspera-cli,https://github.com/IBM/aspera-cli,27,29,IBM,85
google,anonymous-tokens,https://github.com/google/anonymous-tokens,19,33,GOOGLE,85
analogdevicesinc,PrecisionToolbox,https://github.com/analogdevicesinc/PrecisionToolbox,3,41,LARGE_BUCKET3,85
salesforce,utam-js-recipes,https://github.com/salesforce/utam-js-recipes,1,42,LARGE_BUCKET2,85
bytedance,flux,https://github.com/bytedance/flux,4,40,LARGE_BUCKET1,84
google,differential-privacy,https://github.com/google/differential-privacy,4,40,GOOGLE,84
microsoft,artifacts-keyring,https://github.com/microsoft/artifacts-keyring,0,42,MICROSOFT,84
google,mug,https://github.com/google/mug,0,42,GOOGLE,84
microsoft,windows-dev-center-vsts-extension,https://github.com/microsoft/windows-dev-center-vsts-extension,0,42,MICROSOFT,84
pinterest,starrocks,https://github.com/pinterest/starrocks,0,42,SMALL_ORGS,84
google,sound-checker,https://github.com/google/sound-checker,12,36,GOOGLE,84
square,certstrap,https://github.com/square/certstrap,0,42,LARGE_BUCKET3,84
aliyun,dataworks-spec,https://github.com/aliyun/dataworks-spec,0,42,LARGE_BUCKET1,84
teslamotors,ansible_puller,https://github.com/teslamotors/ansible_puller,0,42,SMALL_ORGS,84
google,rax,https://github.com/google/rax,0,42,GOOGLE,84
hsbc,cost-manager,https://github.com/hsbc/cost-manager,0,42,SMALL_ORGS,84
bytedance,AdsGlobalPackage,https://github.com/bytedance/AdsGlobalPackage,0,42,LARGE_BUCKET1,84
google,hotels-template-library,https://github.com/google/hotels-template-library,0,42,GOOGLE,84
microsoft,vscode-ext-kusto,https://github.com/microsoft/vscode-ext-kusto,0,42,MICROSOFT,84
twilio,hls-frontline-pharma,https://github.com/twilio/hls-frontline-pharma,0,42,LARGE_BUCKET4,84
google,glazier,https://github.com/google/glazier,0,42,GOOGLE,84
microsoft,confidential-container-demos,https://github.com/microsoft/confidential-container-demos,0,42,MICROSOFT,84
microsoft,WSEAutomationTests,https://github.com/microsoft/WSEAutomationTests,0,42,MICROSOFT,84
microsoft,Semi-supervised-learning,https://github.com/microsoft/Semi-supervised-learning,0,42,MICROSOFT,84
ibm,operator-collection-sdk,https://github.com/IBM/operator-collection-sdk,0,42,IBM,84
salesforce,eslint-plugin-lwc-mobile,https://github.com/salesforce/eslint-plugin-lwc-mobile,0,42,LARGE_BUCKET2,84
shopify,dalli,https://github.com/Shopify/dalli,0,42,LARGE_BUCKET3,84
microsoft,vscode-bisect,https://github.com/microsoft/vscode-bisect,3,40,MICROSOFT,83
microsoft,node-jsonc-parser,https://github.com/microsoft/node-jsonc-parser,3,40,MICROSOFT,83
microsoft,documentdb-kubernetes-operator,https://github.com/microsoft/documentdb-kubernetes-operator,13,35,MICROSOFT,83
telekom-mms,cosmo-trigger,https://github.com/telekom-mms/cosmo-trigger,49,17,LARGE_BUCKET2,83
apple,swift-metrics-extras,https://github.com/apple/swift-metrics-extras,1,41,LARGE_BUCKET1,83
facebook,screenshot-tests-for-android,https://github.com/facebook/screenshot-tests-for-android,1,41,META,83
infineon,mtb-mw-manifest,https://github.com/Infineon/mtb-mw-manifest,0,41,LARGE_BUCKET3,82
aliyun,alibabacloud-console-components,https://github.com/aliyun/alibabacloud-console-components,0,41,LARGE_BUCKET1,82
tencent,WeKnora,https://github.com/Tencent/WeKnora,34,24,LARGE_BUCKET1,82
microsoft,fabric-user-data-functions-samples,https://github.com/microsoft/fabric-user-data-functions-samples,6,38,MICROSOFT,82
salesforce,einstein-platform,https://github.com/salesforce/einstein-platform,0,41,LARGE_BUCKET2,82
apple,pkl-vscode,https://github.com/apple/pkl-vscode,2,40,LARGE_BUCKET1,82
servicenow,WorkArena,https://github.com/ServiceNow/WorkArena,20,31,LARGE_BUCKET3,82
sap,ai-assisted-github-actions,https://github.com/SAP/ai-assisted-github-actions,18,32,LARGE_BUCKET2,82
adobe,commerce-cif-graphql-client,https://github.com/adobe/commerce-cif-graphql-client,0,41,LARGE_BUCKET3,82
microsoft,winget-pkgs-submission-test,https://github.com/microsoft/winget-pkgs-submission-test,0,41,MICROSOFT,82
microsoft,PSRule-vscode,https://github.com/microsoft/PSRule-vscode,0,41,MICROSOFT,82
microsoft,jacdac-c,https://github.com/microsoft/jacdac-c,2,40,MICROSOFT,82
aws,amazon-s3-encryption-client-java,https://github.com/aws/amazon-s3-encryption-client-java,8,37,LARGE_BUCKET1,82
microsoft,PowerShell-FeatureFlags,https://github.com/microsoft/PowerShell-FeatureFlags,0,41,MICROSOFT,82
ibm,ibmcloud-volume-interface,https://github.com/IBM/ibmcloud-volume-interface,0,41,IBM,82
microsoft,vscode-mypy,https://github.com/microsoft/vscode-mypy,0,41,MICROSOFT,82
oracle,nosql-go-sdk,https://github.com/oracle/nosql-go-sdk,0,41,LARGE_BUCKET2,82
nvidia,JAX-Toolbox,https://github.com/NVIDIA/JAX-Toolbox,18,32,LARGE_BUCKET1,82
ibm,ocp4-upi-compute-powervs-ibmcloud,https://github.com/IBM/ocp4-upi-compute-powervs-ibmcloud,6,38,IBM,82
microsoft,dynamics-365-contact-center,https://github.com/microsoft/dynamics-365-contact-center,2,40,MICROSOFT,82
aws,etcdadm-bootstrap-provider,https://github.com/aws/etcdadm-bootstrap-provider,0,41,LARGE_BUCKET1,82
microsoft,vivainsights,https://github.com/microsoft/vivainsights,13,34,MICROSOFT,81
microsoft,vscode-perf,https://github.com/microsoft/vscode-perf,1,40,MICROSOFT,81
datadog,js-instrumentation-wasm,https://github.com/DataDog/js-instrumentation-wasm,3,39,LARGE_BUCKET4,81
microsoft,durabletask-python,https://github.com/microsoft/durabletask-python,5,38,MICROSOFT,81
adobe,aem-import-helper,https://github.com/adobe/aem-import-helper,17,32,LARGE_BUCKET3,81
aws,aws-node-termination-handler,https://github.com/aws/aws-node-termination-handler,1,40,LARGE_BUCKET1,81
tencent,wcdb,https://github.com/Tencent/wcdb,0,40,LARGE_BUCKET1,80
adobe,genstudio-extensibility-examples,https://github.com/adobe/genstudio-extensibility-examples,4,38,LARGE_BUCKET3,80
datadog,synthetics-browser-extension,https://github.com/DataDog/synthetics-browser-extension,0,40,LARGE_BUCKET4,80
shopify,draggable,https://github.com/Shopify/draggable,0,40,LARGE_BUCKET3,80
tencent,tdesign-vue-next-starter,https://github.com/Tencent/tdesign-vue-next-starter,0,40,LARGE_BUCKET1,80
salesforce,salesforcedx-vscode-mobile,https://github.com/salesforce/salesforcedx-vscode-mobile,0,40,LARGE_BUCKET2,80
datadog,gopsutil,https://github.com/DataDog/gopsutil,0,40,LARGE_BUCKET4,80
paypal,agent-toolkit,https://github.com/paypal/agent-toolkit,2,39,LARGE_BUCKET3,80
twilio,twilio-video-diagnostics-react-app,https://github.com/twilio/twilio-video-diagnostics-react-app,2,39,LARGE_BUCKET4,80
microsoft,XmlNotepad,https://github.com/microsoft/XmlNotepad,0,40,MICROSOFT,80
ibm,spark-flight-sample,https://github.com/IBM/spark-flight-sample,8,36,IBM,80
stripe,subprocess,https://github.com/stripe/subprocess,0,40,SMALL_ORGS,80
crowdstrike,cloud-resource-estimator,https://github.com/CrowdStrike/cloud-resource-estimator,5,37,LARGE_BUCKET4,79
google,jaxite,https://github.com/google/jaxite,1,39,GOOGLE,79
microsoft,prose,https://github.com/microsoft/prose,1,39,MICROSOFT,79
microsoft,SLG-Business-Applications,https://github.com/microsoft/SLG-Business-Applications,39,20,MICROSOFT,79
microsoft,sarif-azuredevops-extension,https://github.com/microsoft/sarif-azuredevops-extension,1,39,MICROSOFT,79
siemens,ix-docs,https://github.com/siemens/ix-docs,13,33,LARGE_BUCKET2,79
microsoft,vscode-perf-bot,https://github.com/microsoft/vscode-perf-bot,5,37,MICROSOFT,79
salesforce,multicloudj,https://github.com/salesforce/multicloudj,7,36,LARGE_BUCKET2,79
microsoft,vs-ng-language-service,https://github.com/microsoft/vs-ng-language-service,4,37,MICROSOFT,78
microsoft,vscode-azurearmtools,https://github.com/microsoft/vscode-azurearmtools,0,39,MICROSOFT,78
apple,swift-xcode-playground-support,https://github.com/apple/swift-xcode-playground-support,0,39,LARGE_BUCKET1,78
sap,devops-docker-cf-cli,https://github.com/SAP/devops-docker-cf-cli,0,39,LARGE_BUCKET2,78
facebook,CacheLib,https://github.com/facebook/CacheLib,70,4,META,78
google,command-fds,https://github.com/google/command-fds,4,37,GOOGLE,78
intel,intel-carbon-theme,https://github.com/intel/intel-carbon-theme,14,32,LARGE_BUCKET2,78
microsoft,hands-on-lab-redis,https://github.com/microsoft/hands-on-lab-redis,0,39,MICROSOFT,78
microsoft,kiota-serialization-json-ruby,https://github.com/microsoft/kiota-serialization-json-ruby,2,38,MICROSOFT,78
twilio,hls-patient-appointment-management,https://github.com/twilio/hls-patient-appointment-management,0,39,LARGE_BUCKET4,78
microsoft,mimalloc,https://github.com/microsoft/mimalloc,0,39,MICROSOFT,78
hewlettpackard,morpheus-plugin-core,https://github.com/HewlettPackard/morpheus-plugin-core,0,39,LARGE_BUCKET3,78
google,sbsim,https://github.com/google/sbsim,0,39,GOOGLE,78
shopify,flash-list,https://github.com/Shopify/flash-list,30,24,LARGE_BUCKET3,78
ocadotechnology,test-arranger,https://github.com/ocadotechnology/test-arranger,0,39,SMALL_ORGS,78
sap,component-operator,https://github.com/SAP/component-operator,0,39,LARGE_BUCKET2,78
workday,canvas-tokens-studio,https://github.com/Workday/canvas-tokens-studio,0,39,SMALL_ORGS,78
crowdstrike,foundry-sample-functions-python,https://github.com/CrowdStrike/foundry-sample-functions-python,22,28,LARGE_BUCKET4,78
datadog,prof-correctness,https://github.com/DataDog/prof-correctness,0,39,LARGE_BUCKET4,78
ibm,LNN,https://github.com/IBM/LNN,0,39,IBM,78
datadog,datadog-kafka-connect-logs,https://github.com/DataDog/datadog-kafka-connect-logs,0,39,LARGE_BUCKET4,78
adobe,aem-plugin-system,https://github.com/adobe/aem-plugin-system,0,39,LARGE_BUCKET3,78
square,pollexor,https://github.com/square/pollexor,0,39,LARGE_BUCKET3,78
ibm,container-registry-go-sdk,https://github.com/IBM/container-registry-go-sdk,3,37,IBM,77
intel,llm-scaler,https://github.com/intel/llm-scaler,19,29,LARGE_BUCKET2,77
facebook,watchman,https://github.com/facebook/watchman,61,8,META,77
datadog,openjdk-jdk,https://github.com/DataDog/openjdk-jdk,75,1,LARGE_BUCKET4,77
facebookresearch,generic-neuromotor-interface,https://github.com/facebookresearch/generic-neuromotor-interface,7,35,META,77
adobe,da-nx,https://github.com/adobe/da-nx,17,30,LARGE_BUCKET3,77
intel,terraform-provider-intelcloud,https://github.com/intel/terraform-provider-intelcloud,1,38,LARGE_BUCKET2,77
intellabs,NeuroCounterfactuals,https://github.com/IntelLabs/NeuroCounterfactuals,0,38,LARGE_BUCKET2,76
aws,elastic-load-balancing-tools,https://github.com/aws/elastic-load-balancing-tools,0,38,LARGE_BUCKET1,76
microsoft,ado-npm-auth,https://github.com/microsoft/ado-npm-auth,0,38,MICROSOFT,76
shopify,hydrogen-demo-store,https://github.com/Shopify/hydrogen-demo-store,0,38,LARGE_BUCKET3,76
adobe,aem-angular-editable-components,https://github.com/adobe/aem-angular-editable-components,0,38,LARGE_BUCKET3,76
ibm,appconfiguration-go-sdk,https://github.com/IBM/appconfiguration-go-sdk,0,38,IBM,76
microsoft,fhir-loader,https://github.com/microsoft/fhir-loader,0,38,MICROSOFT,76
microsoft,undocked,https://github.com/microsoft/undocked,0,38,MICROSOFT,76
sap,devops-docker-node-browsers,https://github.com/SAP/devops-docker-node-browsers,0,38,LARGE_BUCKET2,76
microsoft,RulesEngine,https://github.com/microsoft/RulesEngine,0,38,MICROSOFT,76
block,docs-site-kickstarter,https://github.com/block/docs-site-kickstarter,26,25,SMALL_ORGS,76
shopify,autotuner,https://github.com/Shopify/autotuner,4,36,LARGE_BUCKET3,76
ibm,aspera-connect-sdk-js,https://github.com/IBM/aspera-connect-sdk-js,0,38,IBM,76
asml-labs,MATFrost.jl,https://github.com/ASML-Labs/MATFrost.jl,0,38,SMALL_ORGS,76
shopify,product-reviews-sample-app,https://github.com/Shopify/product-reviews-sample-app,0,38,LARGE_BUCKET3,76
microsoft,TSS.MSR,https://github.com/microsoft/TSS.MSR,0,38,MICROSOFT,76
adobe,reactor-turbine-schemas,https://github.com/adobe/reactor-turbine-schemas,0,38,LARGE_BUCKET3,76
microsoft,mcp-dotnet-samples,https://github.com/microsoft/mcp-dotnet-samples,32,22,MICROSOFT,76
microsoft,attested-ohttp-server,https://github.com/microsoft/attested-ohttp-server,2,37,MICROSOFT,76
oracle,adaptivemm,https://github.com/oracle/adaptivemm,0,38,LARGE_BUCKET2,76
servicenow,servicenow-devops-change,https://github.com/ServiceNow/servicenow-devops-change,1,37,LARGE_BUCKET3,75
adobe,imscli,https://github.com/adobe/imscli,1,37,LARGE_BUCKET3,75
facebook,fb303,https://github.com/facebook/fb303,57,9,META,75
aws,sagemaker-example-notebooks-testing,https://github.com/aws/sagemaker-example-notebooks-testing,1,37,LARGE_BUCKET1,75
facebookresearch,audioseal,https://github.com/facebookresearch/audioseal,1,37,META,75
microsoft,verified-storage,https://github.com/microsoft/verified-storage,21,27,MICROSOFT,75
microsoft,OSPO,https://github.com/microsoft/OSPO,11,32,MICROSOFT,75
telekom,aifoundation-docs,https://github.com/telekom/aifoundation-docs,5,35,LARGE_BUCKET2,75
telekom,pubsub-horizon-golaris,https://github.com/telekom/pubsub-horizon-golaris,10,32,LARGE_BUCKET2,74
spotify,sourcekit-bazel-bsp,https://github.com/spotify/sourcekit-bazel-bsp,18,28,LARGE_BUCKET3,74
nvidia,cuopt-examples,https://github.com/NVIDIA/cuopt-examples,0,37,LARGE_BUCKET1,74
alibaba,compileflow,https://github.com/alibaba/compileflow,0,37,LARGE_BUCKET1,74
microsoft,azure-pipelines-tool-lib,https://github.com/microsoft/azure-pipelines-tool-lib,0,37,MICROSOFT,74
mastercard,client-encryption-python,https://github.com/Mastercard/client-encryption-python,2,36,LARGE_BUCKET3,74
dell,osp-integration,https://github.com/dell/osp-integration,0,37,LARGE_BUCKET2,74
ibm,pyds8k,https://github.com/IBM/pyds8k,0,37,IBM,74
shopify,oktakit,https://github.com/Shopify/oktakit,0,37,LARGE_BUCKET3,74
microsoft,build-your-first-agent-with-azure-ai-agent-service-workshop,https://github.com/microsoft/build-your-first-agent-with-azure-ai-agent-service-workshop,24,25,MICROSOFT,74
intel,gits,https://github.com/intel/gits,74,0,LARGE_BUCKET2,74
siemens,LightweightCmpRa,https://github.com/siemens/LightweightCmpRa,0,37,LARGE_BUCKET2,74
aliyun,alibaba-cloud-ops-mcp-server,https://github.com/aliyun/alibaba-cloud-ops-mcp-server,0,37,LARGE_BUCKET1,74
microsoft,botframework-webchat-adapter-azure-communication-chat,https://github.com/microsoft/botframework-webchat-adapter-azure-communication-chat,22,26,MICROSOFT,74
palantir,python-compute-module,https://github.com/palantir/python-compute-module,0,37,LARGE_BUCKET4,74
adobe,aio-cli-plugin-runtime,https://github.com/adobe/aio-cli-plugin-runtime,0,37,LARGE_BUCKET3,74
nokia,sonic-platform,https://github.com/nokia/sonic-platform,12,31,LARGE_BUCKET3,74
datadog,jmeter-datadog-backend-listener,https://github.com/DataDog/jmeter-datadog-backend-listener,3,35,LARGE_BUCKET4,73
dell,python-powerflex,https://github.com/dell/python-powerflex,3,35,LARGE_BUCKET2,73
square,zstd-kmp,https://github.com/square/zstd-kmp,11,31,LARGE_BUCKET3,73
airbnb,NautilusTelemetry,https://github.com/airbnb/NautilusTelemetry,3,35,LARGE_BUCKET3,73
siemens,vilocify-sdk-python,https://github.com/siemens/vilocify-sdk-python,7,33,LARGE_BUCKET2,73
telekom,pubsub-horizon-go,https://github.com/telekom/pubsub-horizon-go,3,35,LARGE_BUCKET2,73
aws,aws-iot-device-sdk-swift,https://github.com/aws/aws-iot-device-sdk-swift,1,36,LARGE_BUCKET1,73
apple,app-store-server-library-node,https://github.com/apple/app-store-server-library-node,15,29,LARGE_BUCKET1,73
facebookresearch,RAM,https://github.com/facebookresearch/RAM,1,36,META,73
crowdstrike,foundry-container-registry,https://github.com/CrowdStrike/foundry-container-registry,2,35,LARGE_BUCKET4,72
hsbc,encryption-helper-python,https://github.com/hsbc/encryption-helper-python,0,36,SMALL_ORGS,72
ibm,ibm-watsonx-orchestrate-adk,https://github.com/IBM/ibm-watsonx-orchestrate-adk,66,3,IBM,72
shopify,terraform-provider-cloudflare,https://github.com/Shopify/terraform-provider-cloudflare,40,16,LARGE_BUCKET3,72
tencent,ScriptX,https://github.com/Tencent/ScriptX,0,36,LARGE_BUCKET1,72
aws,dotnet,https://github.com/aws/dotnet,0,36,LARGE_BUCKET1,72
adobe,aem-martech-loader,https://github.com/adobe/aem-martech-loader,0,36,LARGE_BUCKET3,72
google,assertor,https://github.com/google/assertor,0,36,GOOGLE,72
shopify,shopify-app-template-react-router,https://github.com/Shopify/shopify-app-template-react-router,42,15,LARGE_BUCKET3,72
ibm,project-go-sdk,https://github.com/IBM/project-go-sdk,0,36,IBM,72
microsoft,Msdyn365.Commerce.Online,https://github.com/microsoft/Msdyn365.Commerce.Online,0,36,MICROSOFT,72
aws,deep-learning-containers,https://github.com/aws/deep-learning-containers,0,36,LARGE_BUCKET1,72
microsoft,mstic,https://github.com/microsoft/mstic,0,36,MICROSOFT,72
google,web-hv,https://github.com/google/web-hv,0,36,GOOGLE,72
analogdevicesinc,PyTrinamic,https://github.com/analogdevicesinc/PyTrinamic,0,36,LARGE_BUCKET3,72
ibm,CLEAR,https://github.com/IBM/CLEAR,72,0,IBM,72
intellabs,atlas-cli,https://github.com/IntelLabs/atlas-cli,10,31,LARGE_BUCKET2,72
microsoft,vscode-isort,https://github.com/microsoft/vscode-isort,0,36,MICROSOFT,72
intel,tcf,https://github.com/intel/tcf,0,36,LARGE_BUCKET2,72
apple,container-builder-shim,https://github.com/apple/container-builder-shim,2,35,LARGE_BUCKET1,72
lyft,spark,https://github.com/lyft/spark,0,36,LARGE_BUCKET4,72
analogdevicesinc,lnxdsp-u-boot,https://github.com/analogdevicesinc/lnxdsp-u-boot,1,35,LARGE_BUCKET3,71
microsoft,vscode-test-cli,https://github.com/microsoft/vscode-test-cli,1,35,MICROSOFT,71
salesforce,utam-java-recipes,https://github.com/salesforce/utam-java-recipes,1,35,LARGE_BUCKET2,71
crowdstrike,terraform-aws-cloud-registration,https://github.com/CrowdStrike/terraform-aws-cloud-registration,25,23,LARGE_BUCKET4,71
microsoft,ai-sentry,https://github.com/microsoft/ai-sentry,3,34,MICROSOFT,71
aws,aws-secretsmanager-agent,https://github.com/aws/aws-secretsmanager-agent,1,35,LARGE_BUCKET1,71
netflix,x-test,https://github.com/Netflix/x-test,11,30,LARGE_BUCKET2,71
aws,aws-iot-device-sdk-java,https://github.com/aws/aws-iot-device-sdk-java,0,35,LARGE_BUCKET1,70
microsoft,OAT,https://github.com/microsoft/OAT,4,33,MICROSOFT,70
ibm,data-product-exchange-go-sdk,https://github.com/IBM/data-product-exchange-go-sdk,30,20,IBM,70
nokia,vscode-ttcn3,https://github.com/nokia/vscode-ttcn3,0,35,LARGE_BUCKET3,70
ibm,powervm-tang-server-automation,https://github.com/IBM/powervm-tang-server-automation,2,34,IBM,70
facebook,metro,https://github.com/facebook/metro,66,2,META,70
nvidia,k8s-samples,https://github.com/NVIDIA/k8s-samples,2,34,LARGE_BUCKET1,70
adobe,aio-cli-plugin-app-dev,https://github.com/adobe/aio-cli-plugin-app-dev,2,34,LARGE_BUCKET3,70
microsoft,dstoolkit-data-rafting-kit,https://github.com/microsoft/dstoolkit-data-rafting-kit,2,34,MICROSOFT,70
netflix,metaflow-nflx-extensions,https://github.com/Netflix/metaflow-nflx-extensions,0,35,LARGE_BUCKET2,70
crowdstrike,caracara,https://github.com/CrowdStrike/caracara,0,35,LARGE_BUCKET4,70
microsoft,PSRule.Rules.GitHub,https://github.com/microsoft/PSRule.Rules.GitHub,0,35,MICROSOFT,70
shopify,shopify-app-template-remix,https://github.com/Shopify/shopify-app-template-remix,0,35,LARGE_BUCKET3,70
nvidia,nccl,https://github.com/NVIDIA/nccl,0,35,LARGE_BUCKET1,70
microsoft,msrgamut,https://github.com/microsoft/msrgamut,2,34,MICROSOFT,70
ibm,md-enricher-for-cicd,https://github.com/IBM/md-enricher-for-cicd,2,34,IBM,70
adobe,aio-lib-telemetry,https://github.com/adobe/aio-lib-telemetry,30,20,LARGE_BUCKET3,70
aws,network-flow-monitor-agent,https://github.com/aws/network-flow-monitor-agent,2,34,LARGE_BUCKET1,70
siemens,modular-application-creator-use-cases,https://github.com/siemens/modular-application-creator-use-cases,2,34,LARGE_BUCKET2,70
intel,npu-plugin-llvm,https://github.com/intel/npu-plugin-llvm,0,35,LARGE_BUCKET2,70
alibaba,clusterdata,https://github.com/alibaba/clusterdata,0,35,LARGE_BUCKET1,70
apple,pkl-lang.org,https://github.com/apple/pkl-lang.org,0,35,LARGE_BUCKET1,70
square,mobile-payments-sdk-react-native,https://github.com/square/mobile-payments-sdk-react-native,0,35,LARGE_BUCKET3,70
adobe,aem-rockstar-website,https://github.com/adobe/aem-rockstar-website,0,35,LARGE_BUCKET3,70
netflix,iceberg-python,https://github.com/Netflix/iceberg-python,63,3,LARGE_BUCKET2,69
microsoft,durabletask-protobuf,https://github.com/microsoft/durabletask-protobuf,1,34,MICROSOFT,69
adobe,aem-experimentation,https://github.com/adobe/aem-experimentation,3,33,LARGE_BUCKET3,69
shopify,theme-liquid-docs,https://github.com/Shopify/theme-liquid-docs,23,23,LARGE_BUCKET3,69
intel,security-center,https://github.com/intel/security-center,69,0,LARGE_BUCKET2,69
oracle,ocifs,https://github.com/oracle/ocifs,1,34,LARGE_BUCKET2,69
apple,swift-nio-oblivious-http,https://github.com/apple/swift-nio-oblivious-http,1,34,LARGE_BUCKET1,69
